Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg)
-28.5056,20.3386,0.0610,0.2230,1.8560,2.0190,0.5060,0.7170,1.8630
-28.8175,20.4178,0.0610,0.1390,2.0220,1.1410,0.4480,0.6220,1.6990
-28.7406,20.5167,0.0610,0.2170,2.1380,1.5310,0.7130,0.8020,1.5480
-28.8192,21.0339,0.0700,0.2520,2.5030,1.0030,0.7210,0.6130,0.8910
-28.6653,21.2867,0.0830,0.2570,2.5600,0.9290,1.3820,1.0770,0.4630
-28.9161,21.7478,0.0590,0.2710,2.6250,0.3550,0.5030,0.2070,0.1980
-28.8417,21.8503,0.0650,0.2610,2.8000,0.9830,0.7380,0.9360,1.4020
-28.9181,22.1589,0.0690,0.2830,2.3760,0.7860,1.2140,0.7400,0.8460
-28.9244,22.4489,0.0530,0.2420,3.4740,0.6150,0.4680,0.3210,0.6220
-28.675,22.8078,0.0550,0.1640,1.7200,1.0200,0.3040,0.1890,0.1570
-28.6672,22.3864,0.0580,0.2510,1.1820,0.4550,0.4580,0.1580,0.2170
-28.4931,22.6153,0.0630,0.2340,1.7030,0.9050,0.4690,0.8730,0.6450
-28.4456,22.8408,0.0710,0.2390,2.9530,0.9480,0.4840,1.2700,3.8680
-28.4206,23.3539,0.0720,0.2570,2.2830,1.3140,0.7220,1.3620,3.7850
-28.4867,23.6811,0.0780,0.2530,2.1100,0.5070,0.5100,0.5640,0.2440
-28.5503,23.5614,0.0890,0.3060,2.7940,0.7150,1.0480,1.1750,0.5220
-28.7864,23.7064,0.0620,0.2580,2.4330,0.4070,0.4920,0.3430,0.1960
-28.0036,23.6031,0.0720,0.2560,1.8510,0.9410,0.7510,0.8860,0.6740
-27.7475,23.6567,0.0770,0.2390,3.2000,2.9330,0.7110,3.7420,1.4800
-27.7169,23.5486,0.0760,0.2500,2.7580,2.2360,0.5130,1.0080,3.5210
-27.3833,23.37,0.0700,0.2850,2.5220,2.1910,2.3300,1.1550,0.8010
-27.3147,23.6086,0.0630,0.2420,2.2110,0.3400,0.4080,0.2710,0.1810
-27.1856,23.3969,0.0680,0.2760,1.8460,0.4700,1.3190,0.2200,0.1840
-27.0825,23.2431,0.0580,0.2430,1.9100,0.4370,0.9460,0.2390,0.3370
-26.7831,23.3561,0.0650,0.2700,1.9780,0.8760,0.4060,0.1790,0.8300
-28.9414,26.3633,0.0060,0.0570,2.3520,1.3800,0.6200,1.8800,4.6100
-26.8786,23.6533,0.0700,0.2580,1.9440,1.5070,0.3460,0.2800,1.1490
-27.0739,23.8525,0.0610,0.2510,1.9130,1.0750,0.4310,0.3430,0.5440
-27.1339,23.9972,0.0700,0.2690,2.0420,1.2340,0.5260,0.7800,0.7330
-27.1072,24.2819,0.0760,0.2600,4.1890,1.0130,0.7870,2.3880,3.2660
-24.2668,29.5918,0.0410,0.0630,1.5480,1.3040,0.3000,1.5300,3.6200
-31.1673,22.5965,0.0250,0.0620,1.3500,1.9470,2.7700,4.4500,2.3000
-26.1386,28.3608,0.0610,0.9390,1.9560,3.0930,2.4150,2.4080,0.2530
-26.4083,28.3564,0.0790,0.4230,3.0330,6.3630,5.2330,4.0030,5.8770
-26.7392,28.287,0.0540,0.4930,2.9770,2.3350,3.7820,1.6320,1.1530
-26.5183,28.6692,0.0570,0.4970,2.2530,2.8500,2.1400,1.4690,1.3630
-26.3847,28.7703,0.0780,0.5270,38.6780,2.9170,6.1910,7.0970,14.4790
-26.1931,29.3197,0.0420,0.5030,2.2290,2.2830,1.1760,1.1310,1.1490
-26.2892,29.1364,0.0580,0.4620,2.2680,2.3710,1.1000,1.4700,2.3630
-26.7217,29.3875,0.0770,0.5110,7.2100,2.5540,3.6290,4.1810,7.5440
-24.0386,28.0233,0.0570,0.4530,1.6720,4.1800,0.5760,0.6390,1.1550
-23.6886,27.7653,0.0490,0.4310,1.5350,0.4810,0.5670,0.3930,0.2800
-23.3633,27.6761,0.0770,0.4200,2.9800,2.5390,1.4690,0.9600,2.9940
-23.4961,27.3931,0.0620,0.5620,2.5730,0.9930,3.2850,0.7570,1.3490
-23.9631,27.61,0.0420,0.4590,1.5650,0.8230,0.6220,0.6650,0.4470
-23.915,27.3722,0.0060,0.1290,1.7800,1.0850,0.4380,1.3200,0.7360
-24.0614,27.3528,0.0620,0.4360,2.1300,2.9530,1.0580,1.4370,3.2920
-24.2517,27.3289,0.0630,0.5940,9.8410,8.9750,1.3790,4.7830,4.4320
-24.2739,27.4842,0.0550,0.4670,1.2110,0.9560,0.8440,0.8610,0.5240
-24.7694,27.3228,0.0130,0.2130,4.9330,2.4760,0.1940,0.9630,0.4070
-24.6831,27.4981,0.0630,0.5580,2.1440,4.0890,1.1920,0.7080,2.2490
-24.7258,27.4361,0.0630,0.5890,6.9560,3.7470,0.7730,1.6360,8.7490
-24.9356,26.6992,0.0080,0.0540,1.2760,2.3490,0.1950,0.4240,0.6730
-25.0936,26.7272,0.0670,0.6170,4.5600,3.7180,1.0730,0.8260,3.3430
-24.259,29.8015,0.0170,0.0740,1.3230,2.2510,0.6700,1.2100,2.9800
-25.0986,26.3564,0.0090,0.1070,0.0010,0.5610,0.3400,2.6290,0.0100
-25.1861,26.2431,0.0400,0.5360,16.9270,2.0770,1.0050,4.5870,8.3810
-25.3439,26.1836,0.0640,0.5560,8.1130,2.5200,0.9330,3.6120,5.8300
-25.6575,25.82,0.0370,0.4800,3.4040,3.6210,0.7680,0.8690,3.1630
-25.9075,25.78,0.0510,0.3740,4.6660,2.2260,0.7380,1.4640,4.0450
-25.945,25.4692,0.0490,0.3510,1.2090,1.7120,0.3970,0.4090,2.0860
-26.2253,25.18,0.0670,0.3600,1.2630,1.4760,0.4230,0.4740,1.8280
-26.5592,24.8878,0.0630,0.3700,3.4150,1.4830,0.5860,2.1820,2.0480
-26.5414,25.3003,0.0630,0.4060,4.6470,2.3030,0.8720,1.3330,3.4240
-26.8244,25.2364,0.0590,0.3660,2.9360,7.9350,15.4110,1.0510,1.8040
-27.1564,25.4267,0.0080,0.0040,1.4900,1.2510,0.5520,0.7060,1.2340
-27.0433,25.6345,0.0590,0.4300,4.1460,1.3720,1.1700,1.2740,3.1690
-27.1406,25.9678,0.0430,0.4630,2.4220,1.3680,1.3460,1.6340,1.5780
-26.7578,25.8378,0.0670,0.4380,7.2730,1.8270,0.8400,1.9830,3.8230
-26.3194,25.6556,0.0510,0.3660,4.8560,2.0580,0.7110,1.1110,4.7540
-26.0303,25.9197,0.0640,0.4470,4.3250,3.6800,0.9710,0.9440,4.7000
-26.3922,26.3542,0.0540,0.5090,5.8740,2.1260,1.4810,1.2390,5.3040
-26.5675,26.2672,0.0580,0.3830,4.1350,2.2970,0.6630,1.1140,4.5210
-26.7911,26.3386,0.0740,0.3810,4.2980,2.8350,1.8730,4.2060,5.8980
-26.6861,26.6097,0.0640,0.3690,10.6870,3.7430,1.2630,4.5650,10.6110
-26.7994,26.9197,0.0820,0.4990,5.7820,2.4340,3.7040,3.0070,2.4540
-26.4503,27.1131,0.0670,0.4550,2.6540,3.4130,1.6930,1.3420,3.2470
-26.1019,27.4433,0.0590,0.4670,2.2560,7.1330,1.3240,2.1190,5.7550
-25.6278,26.9267,0.0470,0.8830,3.4830,1.9550,0.9630,1.0010,2.7350
-25.5208,27.3881,0.0410,0.3950,6.5910,1.5240,1.3230,17.2570,16.0770
-25.2542,27.265,0.0470,0.3670,1.7570,2.7160,0.6990,1.1480,1.6290
-24.5045,29.576,0.0220,0.0730,1.2740,3.4050,1.1200,0.9600,5.7600
-24.6627,29.6549,0.0130,0.5220,0.2570,8.2160,1.4100,1.4500,0.3740
-24.5386,29.4787,0.0250,0.0990,13.6210,1.2840,0.2300,3.9800,13.9500
-24.7083,29.8854,0.0160,0.0980,5.7720,1.3310,0.5800,2.7700,2.8000
-31.7856,28.9481,0.0020,0.0220,0.1000,0.7990,0.2080,0.1760,0.0860
-31.8939,28.9472,0.0000,0.2090,1.4000,2.9210,0.5850,6.9950,3.0140
-24.1336,29.6137,0.0020,0.0890,0.3390,0.6580,0.1600,0.4200,0.5000
-24.2668,29.5918,0.0200,0.0680,3.0530,1.3400,2.0100,2.3900,2.9500
-24.8224,29.4713,0.0190,0.0840,2.6710,0.7660,0.5900,3.8700,5.1200
-24.259,29.8015,0.0110,0.0610,3.4370,1.6350,0.3300,1.9400,5.0100
-33.3178,20.3281,0.0470,0.1570,1.1680,4.2900,1.0690,1.9950,2.6800
-33.1958,20.5881,0.0390,0.1830,1.7730,4.3900,0.9570,1.5040,2.2610
-33.1136,21.2708,0.0480,0.1520,1.0670,3.2200,2.0790,0.9250,2.4290
-33.0992,20.2553,0.0760,0.1610,1.1500,6.9130,1.2740,1.7450,2.6750
-33.0819,20.1564,0.0610,0.1590,1.2140,4.7060,1.2290,1.0760,3.9330
-33.6267,20.3075,0.0100,0.0430,0.2680,3.4760,0.3120,0.3490,0.4810
-33.5869,20.5,0.0130,0.0110,0.1090,2.8040,0.5790,0.2820,0.4310
-33.6745,20.7017,0.0660,0.1720,0.9240,2.3360,1.0880,1.5670,1.4220
-33.5697,20.8053,0.0330,0.2920,2.2960,1.8330,1.7400,2.1180,1.3340
-33.5683,20.8075,0.0620,0.2630,1.2790,3.8700,2.4320,2.8660,0.6160
-33.8508,20.8442,0.0330,0.1980,2.3730,4.7290,1.5670,1.2360,3.4260
-32.7475,21.4594,0.0260,0.1740,1.1790,7.9220,0.9620,1.1390,3.2850
-32.8181,21.6272,0.0210,0.0080,0.3300,3.3660,0.7410,0.5150,0.9000
-32.1044,21.2347,0.0350,0.1940,1.7970,7.3650,0.7920,2.3270,3.6790
-32.36,21.2339,0.0370,0.1780,4.8040,3.2940,0.7360,3.2660,4.1000
-32.4653,21.1706,0.0500,0.1790,2.2340,3.4160,1.3400,2.2570,3.0560
-32.4011,20.7595,0.0370,0.1950,2.9720,0.7970,1.1720,8.0970,4.2160
-32.6139,20.75,0.0180,0.0200,0.2790,1.5920,0.5150,6.5840,0.1890
-32.4333,20.1464,0.0110,0.0040,0.0810,3.5820,0.2090,0.3350,0.2480
-32.8944,20.6361,0.0320,0.2100,1.2220,3.3100,0.8760,1.4970,1.4040
-32.3264,23.735,0.0340,0.1850,2.0530,3.8090,1.1760,1.6340,2.4610
-32.1047,23.6722,0.0310,0.1810,1.5210,4.5610,1.6980,1.4060,2.2340
-32.0881,23.2125,0.0090,0.0210,0.2050,1.9840,0.1270,0.5850,0.1600
-32.3222,23.2386,0.0350,0.2230,1.9250,4.2940,1.1400,2.0080,2.4440
-32.6222,23.5622,0.0450,0.2300,0.9360,2.9320,1.0700,1.0030,1.6240
-32.9045,23.8642,0.0520,0.1950,0.8860,3.4470,1.7120,1.3070,2.1520
-32.9447,23.3594,0.0100,0.0050,0.1090,1.7180,0.2030,0.4280,0.0440
-32.5764,23.2425,0.0130,0.0160,0.1310,1.3830,0.3690,0.6470,0.1070
-24.5045,29.576,0.0120,0.0730,1.3130,3.0630,0.2700,1.0100,2.9900
-32.5561,23.0103,0.0110,0.0300,0.1120,2.4280,0.1720,0.7940,0.0480
-32.8544,22.5753,0.0390,0.2200,1.5810,4.1410,1.4680,1.5640,2.4900
-32.5617,22.83,0.0460,0.5140,3.3530,9.3530,1.9720,2.0540,3.7450
-32.2322,22.6814,0.0680,0.3940,2.2510,4.6450,0.9230,1.9340,3.2000
-32.1125,22.8719,0.0550,0.2380,2.0540,3.8660,0.5470,1.8650,3.1710
-32.0861,22.4036,0.0200,0.0560,3.0060,2.2030,0.4340,2.9250,0.6120
-33.5197,23.7072,0.0320,0.1600,1.4410,1.7380,0.5270,1.4100,1.2830
-33.3533,23.5311,0.0370,0.1550,1.5110,3.5160,1.7660,1.4670,2.2950
-33.3217,23.1861,0.0410,0.1640,2.3200,3.6540,1.0170,1.6740,2.7080
-33.2269,23.1828,0.0410,0.0200,0.8220,4.6490,0.4530,0.5350,1.4440
-33.2467,23.7847,0.0350,0.1520,1.2560,1.8470,0.6420,1.2030,2.3500
-33.1314,23.3286,0.0510,0.1560,1.8760,5.1610,1.1060,1.4980,3.4730
-33.1647,22.117,0.0080,0.0220,0.3120,6.7240,0.6100,0.3560,0.2670
-33.1633,22.2294,0.0390,0.1230,1.3480,7.6940,1.8460,1.1320,3.6770
-33.272,22.3372,0.0620,0.1510,1.9600,5.1400,1.2580,2.4890,3.2320
-33.3636,22.7145,0.0320,0.1200,1.7940,3.4790,0.6090,1.1360,3.7450
-33.6031,18.9861,0.0280,0.2020,1.0890,2.3800,0.7620,1.2840,0.5060
-34.1658,18.3953,0.0170,0.0340,0.0840,2.3240,0.3930,1.1050,0.0130
-33.1764,18.6833,0.0540,0.2110,0.7280,3.1730,0.8040,1.0590,2.2560
-33.0642,18.1236,0.0080,0.0390,0.0190,1.4840,0.1870,0.0490,0.0160
-24.6627,29.6549,0.0250,0.0550,0.9730,2.2800,0.3400,1.0800,2.2400
-33.1583,18.1578,0.0320,0.1080,0.0390,1.3740,0.3500,0.0560,0.0120
-33.4367,18.7897,0.0260,0.0400,0.6220,9.4280,1.5370,1.8540,0.4970
-33.7014,18.7064,0.0240,0.0170,0.5310,4.7000,1.3000,0.3890,0.2020
-32.9456,19.2864,0.0060,0.0320,0.1460,2.2060,0.4860,0.0620,0.2800
-32.8869,19.7736,0.0540,0.2040,1.6230,5.9520,1.7030,2.2710,2.7750
-32.4942,19.6831,0.1310,0.1770,3.3580,6.7690,3.9600,2.7100,5.3390
-32.0531,19.7072,0.0570,0.1940,2.4050,4.9950,1.1230,2.0780,4.0480
-32.9011,18.7994,0.0430,0.1860,0.9780,2.8870,1.9280,2.0200,1.1680
-32.8856,18.0319,0.0160,0.0110,0.0280,0.7890,0.6690,0.0080,0.0280
-31.9297,19.8208,0.0480,0.1980,3.6040,3.4020,0.8000,1.2660,4.0600
-31.8953,19.52,0.0500,0.1840,0.5190,2.2370,1.7140,1.2430,2.0760
-31.5783,19.357,0.0580,0.1810,5.4250,3.8270,3.1100,3.6140,5.5790
-31.5808,19.7344,0.0520,0.0220,1.0650,5.7840,0.9990,1.6890,1.0580
-31.675,19.8172,0.0580,0.1350,1.2470,3.8830,2.0280,2.3400,4.3810
-31.2417,19.7786,0.0480,0.2150,1.7660,2.0660,1.8580,2.2230,4.3040
-31.3264,19.3578,0.0450,0.2100,2.9050,3.9960,1.4470,3.2770,4.8330
-31.1894,19.2231,0.0640,0.1810,2.1860,6.6450,2.0730,2.4050,4.4490
-31.5461,18.8353,0.0600,0.1810,1.5740,1.8360,2.4110,1.7960,3.3220
-31.3817,18.6592,0.0520,0.1720,2.3020,3.5870,2.3500,1.1610,3.6800
-31.7903,18.6308,0.0340,0.1780,0.4100,0.7110,1.0220,0.3910,0.1720
-27.2614,25.0039,0.0350,0.1530,3.3120,1.4480,1.1090,3.0210,5.0550
-27.51,24.787,0.0190,0.0130,3.5400,1.5290,0.3240,3.7950,0.5940
-27.5631,24.4489,0.0450,0.1240,1.2590,1.4820,2.0870,1.8310,0.7580
-27.9925,24.5964,0.0460,0.1900,1.9190,0.7530,0.6980,0.9610,1.3040
-28.2339,24.1886,0.0430,0.2120,0.8040,0.4580,1.3600,1.0870,0.1730
-28.4781,24.1886,0.0540,0.2330,2.5810,0.6510,2.0860,2.3110,1.1530
-28.9117,24.0694,0.0560,0.1520,1.9640,1.8980,1.2950,1.5740,2.8410
-29.0244,24.6258,0.0410,0.1680,1.1610,1.3790,1.1890,0.9430,1.3610
-28.6108,25.1256,0.0490,0.1560,5.9050,1.4860,1.5270,6.1920,6.7940
-24.5386,29.4787,0.0100,0.0590,4.6050,1.1650,0.3800,3.6100,5.0000
-28.8622,25.0194,0.0240,0.0080,2.6750,1.8320,0.3790,2.9520,0.5930
-28.8636,25.6942,0.0400,0.1940,4.4130,1.6640,0.9240,3.4910,2.8890
-28.2333,25.4069,0.0390,0.1910,2.3240,1.2310,1.1720,2.4750,3.7230
-28.2233,25.1642,0.0410,0.1710,3.9610,1.2260,1.0000,3.2130,2.6340
-27.8492,25.0044,0.0410,0.1480,6.5090,1.7040,1.9320,3.4290,4.7700
-27.9506,25.3128,0.0480,0.1550,4.8500,0.9720,1.3260,5.7580,6.1330
-27.9239,25.6622,0.0220,0.0300,2.6200,1.1260,0.7170,3.1600,0.3510
-27.5236,25.4811,0.0360,0.1590,1.5120,0.8500,0.7970,0.7450,1.9420
-26.9631,27.2242,0.0390,0.2460,11.7490,0.8040,1.1700,3.7900,8.0260
-31.3981,27.5453,0.0160,0.0660,5.1530,1.0670,0.4400,2.2680,0.0610
-25.3606,27.5944,0.0400,0.1540,1.2250,2.9890,0.8670,0.8800,2.6580
-25.1753,27.5861,0.0210,0.0350,5.9480,6.3400,1.0120,2.3070,0.0100
-24.8997,27.7111,0.0370,0.2100,1.2270,1.4030,0.9550,0.7970,1.0270
-25.1606,28.2994,0.0550,0.1600,3.8790,4.1750,1.6460,2.5480,4.5870
-25.4964,28.1756,0.1860,0.2770,1.3510,8.7970,43.0570,0.4280,0.6760
-25.4917,28.5186,0.0400,0.1630,0.5140,4.1800,2.7090,1.0690,1.4110
-25.3956,29.0672,0.0190,0.0120,0.7940,10.7060,2.9230,1.2630,1.1690
-25.8947,28.7431,0.0400,0.1870,0.8890,4.5860,1.9170,4.3640,4.6380
-24.7083,29.8854,0.0110,0.0620,1.1280,3.4620,0.9900,0.7600,2.6700
-24.1336,29.6137,0.0050,0.0640,0.1730,2.1010,0.9200,1.1900,0.7100
-24.2604,29.4695,0.0150,0.0670,2.8630,1.3380,0.2600,2.4500,6.0800
-24.8224,29.4713,0.0030,0.0510,0.2630,1.6300,0.1100,0.2900,0.4900
-31.9542,28.0803,0.0000,0.1360,1.1380,5.3140,0.3250,4.8250,0.9770
-27.8792,31.2772,0.0120,0.2930,0.5540,3.9910,0.3900,3.8090,0.2930
-27.8606,31.6436,0.0440,0.2590,1.6060,3.6900,2.3360,3.9830,1.9870
-27.3428,31.1347,0.0390,0.1820,1.4100,3.8720,1.3320,4.2140,7.9340
-27.1919,31.0822,0.0090,0.0400,0.1660,3.8120,0.5690,2.0620,0.2840
-27.1444,30.3947,0.0420,0.2270,5.4090,0.9980,0.8550,5.1910,5.9250
-27.67,30.7231,0.0460,0.2520,0.5260,4.6680,1.9940,2.0830,0.4850
-27.6317,30.2689,0.0540,0.3290,4.4920,4.1990,2.0910,4.9980,4.7220
-27.3839,30.1231,0.0490,0.2620,6.8890,5.2730,1.3610,7.3870,8.6830
-29.7394,25.5761,0.0310,0.1270,7.7810,2.3760,1.1880,7.0780,7.4850
-29.8172,25.5125,0.0220,0.0880,1.6410,3.3680,1.1710,3.1100,2.9450
-29.7533,25.34,0.0170,0.0870,1.2430,3.4470,0.8610,2.7370,2.5480
-29.4661,25.3267,0.0140,0.0970,1.4880,1.7190,0.8730,2.0860,1.8970
-29.1533,25.3908,0.0040,0.1190,1.8990,1.1740,0.9010,2.5660,1.9060
-29.2922,25.1178,0.0020,0.0990,0.9500,1.2350,0.2820,1.2970,1.5350
-29.7072,24.6022,0.0210,0.0900,1.7690,2.2410,1.0040,2.5340,3.6410
-29.3839,24.3247,0.0150,0.1040,4.4050,1.0780,0.7690,3.3040,4.5690
-29.2308,24.2325,0.0170,0.1260,0.9860,0.8440,0.9080,1.3380,1.1130
-29.6578,24.0928,0.0060,0.1300,1.0380,0.7710,0.5170,1.0990,1.5460
-29.8817,24.1636,0.0210,0.1250,1.1190,3.2750,0.7050,3.5020,1.1070
-29.1611,23.9267,0.0090,0.1310,1.9330,0.6330,0.4330,1.1970,2.5570
-29.9144,23.6797,0.0120,0.1510,1.1900,0.8460,0.5830,2.3950,1.2200
-29.6744,23.6019,0.0170,0.1160,2.2250,1.7480,0.5080,3.1090,3.2030
-31.1858,19.1673,0.0320,0.0700,0.2780,0.6290,4.2400,1.1910,0.4440
-29.8008,22.8989,0.0330,0.1250,1.8410,2.0150,2.0510,2.7350,2.6030
-29.3503,23.3767,0.0200,0.1290,1.2200,0.9070,0.9830,1.4750,1.3560
-29.8522,22.7089,0.0270,0.1340,1.3900,1.9970,1.4910,1.9770,2.5750
-29.5861,22.4678,0.0170,0.1440,0.5760,0.3470,0.6700,1.1700,0.1470
-29.6561,22.3689,0.0190,0.1880,0.6160,0.4530,0.6160,0.9320,0.2380
-29.6528,22.7619,0.0170,0.1750,0.7430,0.4180,0.4990,2.5200,0.2830
-29.4783,22.7725,0.0280,0.1230,2.1580,2.0120,1.4370,2.8440,4.9430
-29.3161,22.9086,0.0250,0.0900,1.4820,1.7630,1.3060,2.2590,3.5450
-29.1497,23.1258,0.0220,0.0850,1.0570,1.2440,1.2960,1.4960,2.1690
-29.0758,23.3994,0.0510,0.0890,4.3860,1.9410,2.8510,4.6170,3.3900
-29.0389,22.8683,0.0380,0.1220,7.6690,3.4240,2.0540,4.1850,6.1290
-29.1881,22.5364,0.0130,0.1150,0.6500,0.5250,0.3040,0.4740,0.8460
-29.3625,22.1058,0.0240,0.1110,1.7190,1.2940,1.4920,1.4750,1.6510
-29.1581,22.0536,0.0180,0.1000,0.8960,1.0050,0.6160,1.1330,1.8590
-29.1672,21.8375,0.0150,0.1110,0.8320,1.4400,0.7630,1.1510,1.9810
-29.3511,21.9339,0.0240,0.1220,1.1460,1.0140,1.0670,1.6340,1.6900
-29.2789,21.5131,0.0040,0.0200,0.1300,0.2390,0.0750,0.0830,0.2830
-29.3292,21.2003,0.0040,0.0210,0.0850,0.2340,0.1400,0.0910,0.2010
-29.0344,20.78,0.0030,0.0200,0.0920,0.1870,0.0960,0.1290,0.2970
-31.2761,18.8967,0.0330,0.1060,0.5720,2.8040,1.1500,1.3300,1.2300
-29.1639,20.4389,0.0170,0.1320,0.6250,0.6630,0.5650,1.6380,0.3640
-29.3806,20.1431,0.0260,0.1930,1.0230,0.7720,2.1030,1.5020,0.2360
-29.1444,20.2236,0.0260,0.1310,1.0150,1.7160,0.9200,1.4730,2.2380
-29.7447,20.1345,0.0530,0.1140,0.8900,3.1460,1.3290,1.5670,2.5980
-29.6431,20.5172,0.0240,0.1450,0.9250,0.3690,0.5590,0.8500,0.2130
-29.6561,21.2861,0.0200,0.1550,0.6450,0.5350,0.5730,1.0030,0.1520
-29.7867,21.4197,0.0280,0.1490,0.8940,0.8950,0.5880,1.8800,1.2160
-29.9992,21.655,0.0290,0.1580,0.6540,0.9150,0.5940,1.4400,0.2310
-30.2736,21.857,0.0230,0.1680,0.6170,1.3300,0.4620,1.0380,0.1390
-30.4072,21.2881,0.0230,0.1610,0.7080,0.4300,0.6310,1.0510,0.1720
-26.5189,29.9603,0.0150,0.1040,1.9170,1.7920,2.1500,2.0600,4.0900
-30.6983,21.3108,0.0180,0.1590,0.6860,0.6590,0.3780,0.7590,0.2180
-30.9033,21.2525,0.0340,0.1360,1.0700,3.7920,1.2050,2.5990,3.0080
-30.9094,21.3972,0.0230,0.1190,1.3120,2.8220,1.2350,2.3700,2.8450
-30.8825,21.8739,0.0250,0.1250,2.2380,1.6250,0.8920,1.7540,1.6930
-30.7008,20.9928,0.0250,0.1310,0.6730,2.2170,0.7040,0.7550,0.7450
-30.5947,20.7761,0.0250,0.1500,0.7030,1.0970,0.5220,0.8350,0.2570
-30.2261,20.2978,0.0280,0.1660,0.6930,0.7700,0.5270,1.4090,0.2250
-30.1517,20.0653,0.0240,0.1520,0.6330,0.6400,0.5440,1.3800,0.2350
-30.4686,20.3797,0.0320,0.1540,0.6400,0.6910,0.6300,1.0550,0.3230
-30.8506,20.4597,0.0020,0.0230,0.0500,0.0680,0.0460,0.0140,0.0230
-31.2486,22.856,0.0110,0.0700,0.4320,0.7470,1.8000,0.4900,0.6700
-30.9508,20.6244,0.0220,0.1710,0.6430,0.6030,0.4150,1.2880,0.1720
-31.0433,20.2978,0.0530,0.1490,0.7900,5.6260,4.6020,4.8380,2.9860
-31.6997,20.2833,0.0170,0.1820,0.6250,0.2590,0.3680,0.4820,0.1630
-31.8258,20.4436,0.0180,0.1580,3.1150,0.6230,0.4610,4.9980,4.4690
-31.8064,20.6681,0.0220,0.1130,0.6390,3.8760,0.8660,1.3400,3.1630
-31.3603,20.7767,0.0170,0.1910,0.6320,0.6400,0.4140,0.6540,0.2090
-31.1572,21.0192,0.0240,0.1480,0.9780,2.5610,0.7770,1.4160,1.7180
-31.0986,21.0142,0.0260,0.1520,0.8830,2.7880,0.7380,1.4930,2.0640
-31.0642,21.2142,0.0240,0.1300,0.9930,2.0720,0.4390,1.0710,2.0500
-31.4828,21.0442,0.0270,0.1320,0.9410,4.1430,0.8840,2.6010,2.1950
-31.6611,21.2653,0.0030,0.0200,0.1550,0.5530,0.1040,0.1670,0.3720
-31.755,21.4042,0.0270,0.1210,0.6430,3.5130,2.6850,3.1890,2.3990
-31.7886,21.6944,0.0240,0.1310,0.7050,1.9870,0.6140,1.7060,0.6630
-31.2492,21.4458,0.0190,0.1340,0.7140,3.4130,0.8840,1.2310,2.5280
-31.3447,21.8789,0.0420,0.1270,0.8000,4.0270,1.4520,2.8200,2.9340
-31.5053,22.3267,0.0430,0.1460,0.5710,2.6920,1.3100,2.1850,0.3610
-31.4114,22.7842,0.0210,0.1360,2.5810,2.9830,0.6940,2.1130,3.1570
-31.5381,23.2375,0.0360,0.1240,1.9210,3.0170,1.4490,4.1170,3.3160
-31.8356,23.6,0.0230,0.1170,1.5470,1.1520,0.9650,2.7680,2.9440
-31.5289,23.9058,0.0660,0.1440,2.1650,5.0870,6.7580,10.4080,2.8440
-26.5292,29.9519,0.0020,0.0520,0.0650,0.2010,0.2300,0.2210,0.2120
-31.3311,23.8039,0.0360,0.1310,4.6030,2.1400,1.4150,4.8340,5.2380
-31.1225,23.3272,0.0230,0.1260,1.0610,1.7850,0.6980,1.2180,1.8820
-31.8136,23.3575,0.0240,0.1150,0.7470,2.0400,0.9830,1.8430,1.3020
-31.6692,22.865,0.0420,0.1160,1.5010,4.0280,1.0990,3.0640,2.1670
-31.8531,22.3606,0.0330,0.1330,4.0830,3.6980,1.7230,4.6220,3.8240
-31.5517,22.6825,0.0290,0.1260,1.0080,1.5560,0.7060,2.0280,2.5020
-31.8428,22.1106,0.0350,0.1160,0.7800,3.1760,1.1860,2.4280,2.1700
-31.1964,22.2364,0.0260,0.1250,1.5570,2.5760,0.7780,2.5740,2.9180
-30.4433,22.2261,0.0290,0.1640,0.8240,0.7370,0.9760,1.1250,0.2670
-30.367,22.13,0.0420,0.1510,1.1430,2.7130,0.7280,1.5640,2.3410
-30.5725,22.7703,0.0210,0.1430,1.5400,1.0470,0.5760,2.5660,2.7500
-30.8447,22.7747,0.0450,0.1260,1.7000,3.1260,1.5930,3.3970,4.3570
-30.3681,22.7922,0.0300,0.1370,2.0470,1.9010,0.6430,2.7180,3.3650
-30.1047,23.0858,0.0590,0.1160,3.5120,3.7920,1.7600,3.9950,4.7700
-30.1106,23.3125,0.0340,0.1420,0.6360,1.0800,0.7170,1.8170,0.2040
-30.4261,23.3414,0.0700,0.1830,0.9740,2.8500,3.2960,7.1470,0.4480
-30.5633,23.3864,0.0450,0.1400,0.9610,3.1700,1.2260,1.8880,2.9430
-30.3692,23.5822,0.0380,0.1480,1.0360,3.4360,0.5930,1.3040,1.8890
-30.0319,24.4297,0.0240,0.1860,1.3260,1.1610,0.4080,1.5240,1.4070
-26.5278,29.9389,0.0150,0.0780,0.4790,1.0620,0.9800,0.5000,1.9600
-30.1242,25.3281,0.0480,0.1380,3.8050,3.9660,1.2220,5.3970,5.0580
-30.4114,24.4017,0.0440,0.1380,3.3450,2.4050,0.7620,3.1420,4.8010
-30.3622,24.7325,0.0350,0.1160,2.2090,3.2550,1.0250,3.5580,3.2840
